,disclosure_year,disclosure_date,transaction_date,owner,ticker,asset_description,type,amount,representative,district,ptr_link,cap_gains_over_200_usd
7500,2020,02/14/2020,2020-01-31,joint,--,Beaverhead Cnty MT High School dist.Co Dillion School Building 4% due 07-01-37,purchase,"$15,001 - $50,000",Hon. Greg Gianforte,MT00,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20015064.pdf,False
7501,2020,02/14/2020,2020-02-06,joint,EXLS,"ExlService Holdings, Inc.",sale_full,"$100,001 - $250,000",Hon. Greg Gianforte,MT00,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20015064.pdf,True
7502,2020,02/14/2020,2020-01-23,joint,GSAH,GS Acquisition Holdings Corp. Class A,purchase,"$100,001 - $250,000",Hon. Greg Gianforte,MT00,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20015064.pdf,False
7503,2020,02/14/2020,2020-01-24,joint,GSAH,GS Acquisition Holdings Corp. Class A,purchase,"$50,001 - $100,000",Hon. Greg Gianforte,MT00,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20015064.pdf,False
7504,2020,02/14/2020,2020-01-27,joint,GSAH,GS Acquisition Holdings Corp. Class A,purchase,"$100,001 - $250,000",Hon. Greg Gianforte,MT00,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20015064.pdf,False
7505,2020,02/14/2020,2020-01-31,joint,--,Missoula MT Water Systems Revenue Ser. A 4% due 07-01-37,purchase,"$15,001 - $50,000",Hon. Greg Gianforte,MT00,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20015064.pdf,False
7506,2020,02/14/2020,2020-02-05,joint,OLLI,"Ollie's Bargain Outlet Holdings, Inc.",purchase,"$100,001 - $250,000",Hon. Greg Gianforte,MT00,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20015064.pdf,False
7507,2020,02/14/2020,2020-02-05,joint,PAYC,"Paycom Software, Inc.",sale_partial,"$15,001 - $50,000",Hon. Greg Gianforte,MT00,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20015064.pdf,True
7508,2020,02/14/2020,2020-01-27,joint,PLYA,Playa Hotels & Resorts N.V. - Ordinary Shares,purchase,"$15,001 - $50,000",Hon. Greg Gianforte,MT00,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20015064.pdf,False
7509,2020,02/14/2020,2020-02-05,joint,SNA,Snap-On Incorporated,sale_full,"$100,001 - $250,000",Hon. Greg Gianforte,MT00,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20015064.pdf,True
7510,2021,08/15/2021,2021-07-27,self,ABB,ABB Ltd,sale_full,"$1,001 - $15,000",Hon. Katherine M. Clark,MA05,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019340.pdf,False
7511,2021,08/15/2021,2021-07-27,self,ABB,ABB Ltd,sale_full,"$1,001 - $15,000",Hon. Katherine M. Clark,MA05,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019340.pdf,False
7512,2021,08/15/2021,2021-06-04,self,GOOGL,Alphabet Inc - Class A,sale_partial,"$1,001 - $15,000",Hon. Katherine M. Clark,MA05,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019340.pdf,False
7513,2021,08/15/2021,2021-06-04,self,AY,Atlantica Sustainable Infrastructure plc - Ordinary Shares,purchase,"$1,001 - $15,000",Hon. Katherine M. Clark,MA05,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019340.pdf,False
7514,2021,08/15/2021,2021-06-04,self,AY,Atlantica Sustainable Infrastructure plc - Ordinary Shares,purchase,"$1,001 - $15,000",Hon. Katherine M. Clark,MA05,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019340.pdf,False
7515,2021,08/15/2021,2021-06-04,self,BBY,Best Buy Co Inc,purchase,"$1,001 - $15,000",Hon. Katherine M. Clark,MA05,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019340.pdf,False
7516,2021,08/15/2021,2021-06-04,self,BBY,Best Buy Inc,purchase,"$1,001 - $15,000",Hon. Katherine M. Clark,MA05,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019340.pdf,False
7517,2021,08/15/2021,2021-06-04,self,BLK,Blackrock Inc,sale_full,"$1,001 - $15,000",Hon. Katherine M. Clark,MA05,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019340.pdf,False
7518,2021,08/15/2021,2021-06-04,self,BLK,BlackRock Inc,sale_full,"$1,001 - $15,000",Hon. Katherine M. Clark,MA05,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019340.pdf,False
7519,2021,08/15/2021,2021-07-27,self,CSCO,Cisco Systems Inc,purchase,"$1,001 - $15,000",Hon. Katherine M. Clark,MA05,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019340.pdf,False
7520,2021,08/15/2021,2021-07-27,self,CSCO,Cisco Systems Inc,purchase,"$1,001 - $15,000",Hon. Katherine M. Clark,MA05,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019340.pdf,False
7521,2021,08/15/2021,2021-07-27,self,EW,Edwards Lifesciences Corporation,sale_full,"$1,001 - $15,000",Hon. Katherine M. Clark,MA05,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019340.pdf,False
7522,2021,08/15/2021,2021-06-04,self,FSLR,First Solar Inc,purchase,"$1,001 - $15,000",Hon. Katherine M. Clark,MA05,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019340.pdf,False
7523,2021,08/15/2021,2021-06-04,self,FSLR,First Solar Inc,purchase,"$1,001 - $15,000",Hon. Katherine M. Clark,MA05,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019340.pdf,False
7524,2021,08/15/2021,2021-06-04,self,GSK,GlaxoSmithKline PLC,sale_full,"$1,001 - $15,000",Hon. Katherine M. Clark,MA05,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019340.pdf,False
7525,2021,08/15/2021,2021-06-04,self,GSK,GlaxoSmithKline PLC,sale_full,"$1,001 - $15,000",Hon. Katherine M. Clark,MA05,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019340.pdf,False
7526,2021,08/15/2021,2021-07-27,self,HD,Home Depot Inc,purchase,"$1,001 - $15,000",Hon. Katherine M. Clark,MA05,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019340.pdf,False
7527,2021,08/15/2021,2021-07-27,self,HD,Home Depot Inc,purchase,"$1,001 - $15,000",Hon. Katherine M. Clark,MA05,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019340.pdf,False
7528,2021,08/15/2021,2021-07-27,self,HON,Honeywell International Inc,purchase,"$1,001 - $15,000",Hon. Katherine M. Clark,MA05,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019340.pdf,False
7529,2021,08/15/2021,2021-07-27,self,HOn,Honeywell International Inc,purchase,"$1,001 - $15,000",Hon. Katherine M. Clark,MA05,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019340.pdf,False
7530,2021,08/15/2021,2021-07-27,self,IRM,Iron Mountain Incorporated,sale_full,"$1,001 - $15,000",Hon. Katherine M. Clark,MA05,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019340.pdf,False
7531,2021,08/15/2021,2021-06-04,self,IRM,Iron Mountain Incorporated,sale_partial,"$1,001 - $15,000",Hon. Katherine M. Clark,MA05,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019340.pdf,False
7532,2021,08/15/2021,2021-07-27,self,IRM,Iron Mountain Incorporated,sale_full,"$1,001 - $15,000",Hon. Katherine M. Clark,MA05,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019340.pdf,False
7533,2021,08/15/2021,2021-06-04,self,IRM,Iron Mountain Incorporated,sale_partial,"$1,001 - $15,000",Hon. Katherine M. Clark,MA05,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019340.pdf,False
7534,2021,08/15/2021,2021-07-27,self,MRK,Merck & Company Inc Common Stock,purchase,"$1,001 - $15,000",Hon. Katherine M. Clark,MA05,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019340.pdf,False
7535,2021,08/15/2021,2021-07-27,self,MRK,Merck & Company Inc Common Stock,purchase,"$1,001 - $15,000",Hon. Katherine M. Clark,MA05,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019340.pdf,False
7536,2021,08/15/2021,2021-07-27,self,MSFT,Microsoft Corporation,purchase,"$1,001 - $15,000",Hon. Katherine M. Clark,MA05,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019340.pdf,False
7537,2021,08/15/2021,2021-07-27,self,MSFT,Microsoft Corporation,purchase,"$1,001 - $15,000",Hon. Katherine M. Clark,MA05,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019340.pdf,False
7538,2021,08/15/2021,2021-07-27,self,ORAN,Orange,sale_full,"$1,001 - $15,000",Hon. Katherine M. Clark,MA05,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019340.pdf,False
7539,2021,08/15/2021,2021-07-27,self,ORAN,Orange,sale_full,"$1,001 - $15,000",Hon. Katherine M. Clark,MA05,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019340.pdf,False
7540,2021,08/15/2021,2021-06-04,self,SPG,Simon Property Group Inc,sale_full,"$1,001 - $15,000",Hon. Katherine M. Clark,MA05,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019340.pdf,False
7541,2021,08/15/2021,2021-06-04,self,SPG,Simon Property Group Inc,sale_full,"$1,001 - $15,000",Hon. Katherine M. Clark,MA05,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019340.pdf,False
7542,2021,08/15/2021,2021-06-04,self,SONY,Sony Group Corporation ADR Shares,purchase,"$1,001 - $15,000",Hon. Katherine M. Clark,MA05,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019340.pdf,False
7543,2021,08/15/2021,2021-06-04,self,SONY,Sony Group Corporation ADR Shares,purchase,"$1,001 - $15,000",Hon. Katherine M. Clark,MA05,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019340.pdf,False
7544,2021,08/15/2021,2021-07-27,self,SBUX,Starbucks Corporation,sale_partial,"$1,001 - $15,000",Hon. Katherine M. Clark,MA05,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019340.pdf,False
7545,2021,08/15/2021,2021-07-27,self,UBS,UBS Group AG Registered Ordinary Shares,purchase,"$1,001 - $15,000",Hon. Katherine M. Clark,MA05,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019340.pdf,False
7546,2021,08/15/2021,2021-07-27,self,UBS,UBS Group AG Registered Ordinary Shares,purchase,"$1,001 - $15,000",Hon. Katherine M. Clark,MA05,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019340.pdf,False
7547,2021,08/15/2021,2021-07-27,self,V,Visa Inc,purchase,"$1,001 - $15,000",Hon. Katherine M. Clark,MA05,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019340.pdf,False
7548,2021,08/15/2021,2021-07-27,self,V,Visa Inc,purchase,"$1,001 - $15,000",Hon. Katherine M. Clark,MA05,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019340.pdf,False
7549,2021,08/15/2021,2021-06-04,self,XYL,Xylem Inc Common Stock New,sale_full,"$1,001 - $15,000",Hon. Katherine M. Clark,MA05,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019340.pdf,False
7550,2021,08/15/2021,2021-06-04,self,XYL,Xylem Inc Common Stock New,sale_full,"$1,001 - $15,000",Hon. Katherine M. Clark,MA05,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019340.pdf,False
7551,2021,08/15/2021,2021-07-13,,KR,Kroger Company,purchase,"$1,001 - $15,000",Hon. Pete Sessions,TX17,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019336.pdf,False
7552,2021,08/15/2021,2021-08-02,self,NVDA,NVIDIA Corporation,purchase,"$1,001 - $15,000",Hon. Pete Sessions,TX17,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019336.pdf,False
7553,2021,08/15/2021,2021-07-23,,--,SRH Hospital 1% Interest,purchase,"$100,001 - $250,000",Hon. Pete Sessions,TX17,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019336.pdf,False
7554,2021,06/08/2021,2021-05-03,self,--,CA ST Dept Wtr Res Power Ser O,sale_full,"$250,001 - $500,000",Hon. Scott H. Peters,CA52,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018867.pdf,False
7555,2021,06/08/2021,2021-05-03,self,--,US Treasury Notes,sale_partial,"$50,001 - $100,000",Hon. Scott H. Peters,CA52,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018867.pdf,False
7556,2021,06/08/2021,2021-05-17,,--,Digital Realty Trust Inc PFD,sale_full,"$1,001 - $15,000",Hon. Dean Phillips,MN03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018863.pdf,False
7557,2021,06/08/2021,2021-05-03,,--,MO St Hwys & Trnst Ref-1st Lien-Ser A 5% - 05/01/2021 dtd 06/03/2014,sale_full,"$15,001 - $50,000",Hon. Dean Phillips,MN03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018863.pdf,False
7558,2021,06/08/2021,2021-05-14,,DG,Dollar General Corporation,sale_full,"$1,001 - $15,000",Hon. Robert J. Wittman,VA01,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018870.pdf,False
7559,2021,06/08/2021,2021-05-14,,UPS,United Parcel Service Inc,sale_full,"$1,001 - $15,000",Hon. Robert J. Wittman,VA01,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018870.pdf,False
7560,2021,06/08/2021,2021-05-20,joint,VTRA,Viatris Inc Common Stock,sale_full,"$1,000 - $15,000",Hon. Scott Franklin,FL15,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/8218078.pdf,False
7561,2021,06/08/2021,2021-05-20,joint,VTRS,Viatris Inc Common Stock,sale_full,"$15,000 - $50,000",Hon. Scott Franklin,FL15,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/8218078.pdf,False
7562,2021,06/08/2021,2021-05-20,,VTRS,Viatris Inc Common Stock,sale_full,"$1,000 - $15,000",Hon. Scott Franklin,FL15,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/8218078.pdf,False
7563,2021,06/08/2021,2021-05-20,,T,AT&T,sale_full,"$15,000 - $50,000",Hon. Scott Franklin,FL15,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/8218078.pdf,False
7564,2021,06/08/2021,2021-05-20,,VTRS,Viatris Inc Common Stock,sale_full,"$100,001 - $250,000",Hon. Scott Franklin,FL15,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/8218078.pdf,False
7565,2021,06/08/2021,2021-05-20,,DFS,Discover Financial Services Common Stock,sale_partial,"$15,000 - $50,000",Hon. Scott Franklin,FL15,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/8218078.pdf,False
7566,2021,06/08/2021,2021-05-20,,T,AT&T Inc Common Stock,sale_partial,"$1,000 - $15,000",Hon. Scott Franklin,FL15,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/8218078.pdf,False
7567,2021,06/08/2021,2021-05-20,,DFS,Discover Financial Services Common Stock,sale_full,"$1,000 - $15,000",Hon. Scott Franklin,FL15,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/8218078.pdf,False
7568,2021,06/08/2021,2021-05-26,joint,--,Trempealeau County WI Justice Center Series A,purchase,"$100,001 - $250,000",Hon. Ann Wagner,MO02,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/8218083.pdf,False
7569,2021,09/13/2021,2021-08-19,,NFLX,Netflix,sale_full,"$1,001 - $15,000",Hon. James R. Langevin,RI02,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019445.pdf,False
7570,2021,09/13/2021,2021-08-19,,ACN,Accenture plc Class A Ordinary Shares,sale_partial,"$1,001 - $15,000",Hon. David B. McKinley,WV01,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019451.pdf,False
7571,2021,09/13/2021,2021-08-19,,GOOGL,Alphabet inc - Class A,sale_partial,"$1,001 - $15,000",Hon. David B. McKinley,WV01,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019451.pdf,False
7572,2021,09/13/2021,2021-08-19,,AAPL,Apple Inc,sale_partial,"$1,001 - $15,000",Hon. David B. McKinley,WV01,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019451.pdf,False
7573,2021,09/13/2021,2021-08-19,,EL,Estee Lauder Companies Inc,sale_partial,"$1,001 - $15,000",Hon. David B. McKinley,WV01,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019451.pdf,False
7574,2021,09/13/2021,2021-08-19,,INTU,Intuit Inc,sale_partial,"$1,001 - $15,000",Hon. David B. McKinley,WV01,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019451.pdf,False
7575,2021,09/13/2021,2021-08-19,,TMO,Thermo Fisher Scientific Inc,sale_partial,"$1,001 - $15,000",Hon. David B. McKinley,WV01,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019451.pdf,False
7576,2021,09/13/2021,2021-08-19,,TSCO,Tractor Supply Company,sale_partial,"$1,001 - $15,000",Hon. David B. McKinley,WV01,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019451.pdf,False
7577,2021,09/13/2021,2021-08-02,self,--,Centinela Valley Union High School District Schools,sale_full,"$250,001 - $500,000",Hon. Scott H. Peters,CA52,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019450.pdf,False
7578,2021,09/13/2021,2021-08-16,self,--,Sacramento CA Utl Pwr Util,sale_full,"$500,001 - $1,000,000",Hon. Scott H. Peters,CA52,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019450.pdf,False
7579,2020,03/12/2020,2020-02-28,,MMM,3M Company,sale_partial,"$15,001 - $50,000",Hon. Dean Phillips,MN03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016196.pdf,False
7580,2020,03/12/2020,2020-02-28,,AOS,A.O. Smith Corporation,sale_full,"$1,001 - $15,000",Hon. Dean Phillips,MN03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016196.pdf,False
7581,2020,03/12/2020,2020-02-28,,ABT,Abbott Laboratories,purchase,"$1,001 - $15,000",Hon. Dean Phillips,MN03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016196.pdf,False
7582,2020,03/12/2020,2020-02-28,,ABMD,"ABIOMED, Inc.",sale_full,"$1,001 - $15,000",Hon. Dean Phillips,MN03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016196.pdf,False
7583,2020,03/12/2020,2020-02-10,,ACN,Accenture plc Class A Ordinary Shares,sale_partial,"$1,001 - $15,000",Hon. Dean Phillips,MN03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016196.pdf,False
7584,2020,03/12/2020,2020-02-28,,--,Aercap Holdings NV VAR Rt 10/10/2079 dtd 10/10/2019,sale_partial,"$1,001 - $15,000",Hon. Dean Phillips,MN03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016196.pdf,False
7585,2020,03/12/2020,2020-02-28,,ALXN,"Alexion Pharmaceuticals, Inc.",sale_full,"$1,001 - $15,000",Hon. Dean Phillips,MN03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016196.pdf,False
7586,2020,03/12/2020,2020-02-28,,ADS,Alliance Data Systems Corporation,purchase,"$1,001 - $15,000",Hon. Dean Phillips,MN03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016196.pdf,False
7587,2020,03/12/2020,2020-02-12,,--,AT&T Inc PFD,purchase,"$15,001 - $50,000",Hon. Dean Phillips,MN03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016196.pdf,False
7588,2020,03/12/2020,2020-02-28,,BAX,Baxter International Inc.,purchase,"$1,001 - $15,000",Hon. Dean Phillips,MN03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016196.pdf,False
7589,2020,03/12/2020,2020-02-10,,BRK.B,Berkshire Hathaway Inc. New,sale_partial,"$15,001 - $50,000",Hon. Dean Phillips,MN03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016196.pdf,False
7590,2020,03/12/2020,2020-02-10,,BKNG,Booking Holdings Inc.,sale_partial,"$1,001 - $15,000",Hon. Dean Phillips,MN03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016196.pdf,False
7591,2020,03/12/2020,2020-02-27,,BKNG,Booking Holdings Inc.,purchase,"$1,001 - $15,000",Hon. Dean Phillips,MN03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016196.pdf,False
7592,2020,03/12/2020,2020-02-28,,CNP,"CenterPoint Energy, Inc",purchase,"$1,001 - $15,000",Hon. Dean Phillips,MN03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016196.pdf,False
7593,2020,03/12/2020,2020-02-10,,CERN,Cerner Corporation,sale_partial,"$1,001 - $15,000",Hon. Dean Phillips,MN03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016196.pdf,False
7594,2020,03/12/2020,2020-02-14,,CERN,Cerner Corporation,sale_partial,"$1,001 - $15,000",Hon. Dean Phillips,MN03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016196.pdf,False
7595,2020,03/12/2020,2020-02-26,,CERN,Cerner Corporation,sale_partial,"$1,001 - $15,000",Hon. Dean Phillips,MN03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016196.pdf,False
7596,2020,03/12/2020,2020-02-27,,CERN,Cerner Corporation,sale_partial,"$1,001 - $15,000",Hon. Dean Phillips,MN03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016196.pdf,False
7597,2020,03/12/2020,2020-02-28,,CERN,Cerner Corporation,sale_full,"$1,001 - $15,000",Hon. Dean Phillips,MN03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016196.pdf,False
7598,2020,03/12/2020,2020-02-10,,SCHW,Charles Schwab Corporation,sale_partial,"$1,001 - $15,000",Hon. Dean Phillips,MN03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016196.pdf,False
7599,2020,03/12/2020,2020-02-24,,SCHW,Charles Schwab Corporation,purchase,"$1,001 - $15,000",Hon. Dean Phillips,MN03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016196.pdf,False
7600,2020,03/12/2020,2020-02-10,,CB,Chubb Limited,sale_partial,"$1,001 - $15,000",Hon. Dean Phillips,MN03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016196.pdf,False
7601,2020,03/12/2020,2020-02-10,,CMCSA,Comcast Corporation - Class A,sale_partial,"$1,001 - $15,000",Hon. Dean Phillips,MN03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016196.pdf,False
7602,2020,03/12/2020,2020-02-28,,CMA,Comerica Incorporated,purchase,"$1,001 - $15,000",Hon. Dean Phillips,MN03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016196.pdf,False
7603,2020,03/12/2020,2020-02-28,,GLW,Corning Incorporated,sale_partial,"$1,001 - $15,000",Hon. Dean Phillips,MN03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016196.pdf,False
7604,2020,03/12/2020,2020-02-26,,--,Discover Finl svs Var Rt Perp Mat dtd 10/31/2017,sale_partial,"$1,001 - $15,000",Hon. Dean Phillips,MN03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016196.pdf,False
7605,2020,03/12/2020,2020-02-10,,DG,Dollar General Corporation,sale_partial,"$1,001 - $15,000",Hon. Dean Phillips,MN03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016196.pdf,False
7606,2020,03/12/2020,2020-02-10,,DLTR,"Dollar Tree, Inc.",sale_partial,"$1,001 - $15,000",Hon. Dean Phillips,MN03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016196.pdf,False
7607,2020,03/12/2020,2020-02-28,,DTE,DTE Energy Company,purchase,"$1,001 - $15,000",Hon. Dean Phillips,MN03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016196.pdf,False
7608,2020,03/12/2020,2020-02-28,,DD,"DUPONT de Nemours, Inc.",sale_full,"$1,001 - $15,000",Hon. Dean Phillips,MN03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016196.pdf,False
7609,2020,03/12/2020,2020-02-28,,DXC,DXC Technology Company,sale_full,"$1,001 - $15,000",Hon. Dean Phillips,MN03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016196.pdf,False
7610,2020,03/12/2020,2020-02-10,,ETN,"Eaton Corporation, PLC Ordinary Shares",sale_partial,"$1,001 - $15,000",Hon. Dean Phillips,MN03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016196.pdf,False
7611,2020,03/12/2020,2020-02-28,,ES,Eversource Energy,sale_partial,"$1,001 - $15,000",Hon. Dean Phillips,MN03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016196.pdf,False
7612,2020,03/12/2020,2020-02-10,,EXPD,"Expeditors International of Washington, Inc.",sale_partial,"$1,001 - $15,000",Hon. Dean Phillips,MN03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016196.pdf,False
7613,2020,03/12/2020,2020-02-28,,F,Ford Motor Company,sale_full,"$1,001 - $15,000",Hon. Dean Phillips,MN03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016196.pdf,False
7614,2020,03/12/2020,2020-02-28,,FOXA,Fox Corporation - Class A,sale_full,"$1,001 - $15,000",Hon. Dean Phillips,MN03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016196.pdf,False
7615,2020,03/12/2020,2020-02-12,,--,"Goldman Sachs Group, Inc Var Rt 11/10/2165 dtd 04/23/2015",sale_partial,"$15,001 - $50,000",Hon. Dean Phillips,MN03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016196.pdf,False
7616,2020,03/12/2020,2020-02-28,,HRB,"H&R Block, Inc.",purchase,"$1,001 - $15,000",Hon. Dean Phillips,MN03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016196.pdf,False
7617,2020,03/12/2020,2020-02-10,,HDS,"HD Supply Holdings, Inc.",sale_partial,"$1,001 - $15,000",Hon. Dean Phillips,MN03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016196.pdf,False
7618,2020,03/12/2020,2020-02-10,,HON,Honeywell International Inc.,sale_partial,"$1,001 - $15,000",Hon. Dean Phillips,MN03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016196.pdf,False
